>> OverHorizonProfiles
Stn 1, 2.8 GHz, 139.47 km, 12 mr, SHANGHAI      [SHAN] - CHANGZHOU     [CHAN], calculated dist = 139.3858 km, error = -0.084234 km
Stn 7037, 11.41 GHz, 199.8 km, 18.4 mr, SPARSHOLT FIRS[SPR ] - MARTLESHAM    [BTR ], calculated dist = 199.7363 km, error = -0.06368 km
Stn 7038, 17.71 GHz, 191 km, 16.7 mr, ROCKANJE      [RKJ ] - MARTLESHAM    [BTR ], calculated dist = 190.7731 km, error = -0.22688 km
Stn 7039, 17.77 GHz, 263 km, 25.9 mr, STAXTON WOLD  [STX ] - MARTLESHAM    [BTR ], calculated dist = 262.9715 km, error = -0.028519 km
Stn 7041, 1.3 GHz, 152.6 km, 17 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 153.0309 km, error = 0.43093 km
Stn 7042, 11.65 GHz, 152.3 km, 35 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 152.3288 km, error = 0.028791 km
Stn 7043, 11.65 GHz, 153.2 km, 35 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 153.0309 km, error = -0.16907 km
Stn 7044, 1.3 GHz, 160 km, 17 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 159.9935 km, error = -0.0065408 km
Stn 7045, 11.65 GHz, 159 km, 35 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 159.2925 km, error = 0.29245 km
Stn 7046, 11.65 GHz, 160 km, 35 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated dist = 159.9935 km, error = -0.0065408 km
Stn 7050, 10.71 GHz, 246 km, 22.19 mr, CNET LANNION  [LAN ] - CHRISTCHURCH E[CHR ], calculated 248.2329 km, error = 2.2329 km -> ### NO PROFILE ###
Stn 7051, 10.71 GHz, 293.3 km, 23.32 mr, CNET LANNION  [LAN ] - WINCHESTER CRA[WIN ], calculated 295.6146 km, error = 2.3146 km -> ### NO PROFILE ###
Stn 7052, 11.7 GHz, 103.6 km, 6.32 mr, LEIDSCHENDAM  [LDM ] - EINDHOVEN (3A)[EH3A], calculated dist = 103.5375 km, error = -0.062455 km
Stn 7053, 1.3 GHz, 66.2 km, 2.68 mr, MARTLESHAM    [BTR ] - GREAT BADDOW  [BAD ], calculated dist = 66.1691 km, error = -0.03092 km
Stn 7054, 11.2 GHz, 66.2 km, 2.68 mr, GREAT BADDOW  [BAD ] - MARTLESHAM    [BTR ], calculated dist = 66.1691 km, error = -0.03092 km
Stn 7055, 11.11 GHz, 99.6 km, 11.51 mr, LONDON BT TWR [BTL ] - CHILBOLTON ENG[CBN ], calculated dist = 99.5696 km, error = -0.030437 km
Stn 7059, 11.7 GHz, 535.2 km, 54.68 mr, LEIDSCHENDAM  [LDM ] - SONDRA H0JRUP [SDH ], calculated dist = 535.2714 km, error = 0.071369 km
Stn 7061, 29 GHz, 92.7 km, 3.17 mr, KARLSRUHE     [KHR ] - DARMSTADT     [FTZ ], calculated 97.1892 km, error = 4.4892 km -> ### NO PROFILE ###
Stn 7062, 2.63 GHz, 274.3 km, 33 mr, HEMSBY ENG    [HBY ] - CHILBOLTON ENG[CBN ], calculated dist = 274.3007 km, error = 0.00074829 km
Stn 7063, 2.17 GHz, 296 km, 45.2 mr, CONCHES       [CCS ] - CHILBOLTON ENG[CBN ], calculated 300.422 km, error = 4.422 km -> ### NO PROFILE ###
Stn 7069, 3.48 GHz, 278.8 km, 26.5 mr, START POINT EN[STP ] - WEMBLEY ENG   [WEM], calculated dist = 278.8264 km, error = 0.026411 km
Stn 7070, 9.64 GHz, 278.8 km, 26.5 mr, START POINT EN[STP ] - WEMBLEY ENG   [WEM], calculated dist = 278.8264 km, error = 0.026411 km
Stn 7072, 3.48 GHz, 398.5 km, 41.2 mr, START POINT EN[STP ] - WITNESHAM ENG [WIT ], calculated 392.9676 km, error = -5.5324 km -> ### NO PROFILE ###
Stn 7073, 11.37 GHz, 137.8 km, 9.15 mr, BORUPS ALLE   [BOA ] - SONDRA H0JRUP [SDH ], calculated dist = 137.714 km, error = -0.086026 km
Stn 7079, 1.3 GHz, 169.7 km, 24.38 mr, KOELN         [KLN ] - DARMSTADT     [FTZ ], calculated dist = 169.6945 km, error = -0.0054619 km
Stn 7080, 10.4 GHz, 169.7 km, 23.58 mr, KOELN         [KLN ] - DARMSTADT     [FTZ ], calculated dist = 169.6945 km, error = -0.0054619 km
Stn 7081, 1.3 GHz, 240.5 km, 29.77 mr, KOELN         [KLN ] - KARLSRUHE     [KHR ], calculated dist = 240.5372 km, error = 0.037156 km
Stn 7101, 0.77 GHz, 202.5 km, 18.16 mr, SCHEVENINGEN  [SCH ] - HAPPISBURGH E [HAP ], calculated dist = 202.1424 km, error = -0.35763 km
Stn 7102, 0.77 GHz, 368.1 km, 36.45 mr, SCHEVENINGEN  [SCH ] - FLAMBOROUGH HD[FLA ], calculated dist = 367.847 km, error = -0.25299 km
Stn 7103, 0.77 GHz, 541.7 km, 57.85 mr, SCHEVENINGEN  [SCH ] - NEWTON B.T.SEA[NEW ], calculated dist = 541.4635 km, error = -0.23646 km
Stn 7104, 0.77 GHz, 696.4 km, 76.56 mr, SCHEVENINGEN  [SCH ] - BRIDGE OF DON [BRD ], calculated dist = 696.2824 km, error = -0.11756 km
Stn 7105, 0.77 GHz, 954.9 km, 104.27 mr, SCHEVENINGEN  [SCH ] - LERWICK SHTLDS[LER ], calculated dist = 953.5114 km, error = -1.3886 km
Stn 7167, 1.3 GHz, 153.2 km, 10.88 mr, CAP d'ANTIFER [CAR ] - EASTNEY PORTSM[EAS ], calculated 150.6583 km, error = -2.5417 km -> ### NO PROFILE ###
Stn 9009, 4.69 GHz, 228.8 km, 59 mr, YOUNGSTOWN NY [YOUN] - VERONA ONT    [VERO], calculated dist = 228.661 km, error = -0.139 km
Stn 9034, 2.17 GHz, 220.11 km, 41 mr, MONROVIA MD   [MONR] - CRAWFORD HILL [CRAW], calculated dist = 219.9691 km, error = -0.14095 km
Stn 9041, 1.9 GHz, 266.85 km, 16 mr, SCOUSBURGH SCT[SCOU] - MORMOND HILL S[MORM], calculated dist = 266.6862 km, error = -0.16378 km
Stn 9042, 0.95 GHz, 597.91 km, 64 mr, PENANG        [PENA] - SINGAPORE     [SING], calculated dist = 597.5392 km, error = -0.37077 km
Stn 9043, 0.9 GHz, 342.4 km, 14 mr, BARBADOS W IN [BARB] - TRINIDAD      [TRIN], calculated dist = 342.1836 km, error = -0.21641 km
Stn 9045, 1 GHz, 294.98 km, 29 mr, ST PETERSBURG [LENI] - PETROZAVODSK  [PETR], calculated dist = 294.7979 km, error = -0.18207 km
Stn 9046, 4.48 GHz, 294.98 km, 29 mr, ST PETERSBURG [LENI] - PETROZAVODSK  [PETR], calculated dist = 294.7979 km, error = -0.18207 km
>>

